"id","subject","category","difficulty","type","prompt","asset","explanation","errors","warnings"
"metal_reactivity_230","화학","산화환원","고급","binary_choice","(Ag Hg)","","반응성 서열에서 Hg > Ag이므로 우가 정답입니다.","0","0"
"metal_reactivity_231","화학","산화환원","고급","binary_choice","(Hg Pt)","","반응성 서열에서 Hg > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_232","화학","산화환원","고급","binary_choice","(Pt Hg)","","반응성 서열에서 Hg > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_233","화학","산화환원","고급","binary_choice","(Hg Au)","","반응성 서열에서 Hg > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_234","화학","산화환원","고급","binary_choice","(Au Hg)","","반응성 서열에서 Hg > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_235","화학","산화환원","고급","binary_choice","(Ag Pt)","","반응성 서열에서 Ag > Pt이므로 좌가 정답입니다.","0","0"
"metal_reactivity_236","화학","산화환원","고급","binary_choice","(Pt Ag)","","반응성 서열에서 Ag > Pt이므로 우가 정답입니다.","0","0"
"metal_reactivity_237","화학","산화환원","고급","binary_choice","(Ag Au)","","반응성 서열에서 Ag > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_238","화학","산화환원","고급","binary_choice","(Au Ag)","","반응성 서열에서 Ag > Au이므로 우가 정답입니다.","0","0"
"metal_reactivity_239","화학","산화환원","고급","binary_choice","(Pt Au)","","반응성 서열에서 Pt > Au이므로 좌가 정답입니다.","0","0"
"metal_reactivity_240","화학","산화환원","고급","binary_choice","(Au Pt)","","반응성 서열에서 Pt > Au이므로 우가 정답입니다.","0","0"
"acid_base_class_001","화학","산염기","초급","binary_choice","HCl 수용액은 산과 염기 중 어느 것인가?","","HCl 수용액은 산입니다.","0","0"
"acid_base_class_002","화학","산염기","초급","binary_choice","HNO₃ 수용액은 산과 염기 중 어느 것인가?","","HNO₃ 수용액은 산입니다.","0","0"
"acid_base_class_003","화학","산염기","초급","binary_choice","H₂SO₄ 수용액은 산과 염기 중 어느 것인가?","","H₂SO₄ 수용액은 산입니다.","0","0"
"acid_base_class_004","화학","산염기","초급","binary_choice","NaOH 수용액은 산과 염기 중 어느 것인가?","","NaOH 수용액은 염기입니다.","0","0"
"acid_base_class_005","화학","산염기","초급","binary_choice","Ca(OH)₂ 수용액은 산과 염기 중 어느 것인가?","","Ca(OH)₂ 수용액은 염기입니다.","0","0"
"acid_base_ion_001","화학","산염기","초급","binary_choice","HCl이 물에 녹았을 때 생성되는 양이온은?","","HCl은 물에서 H⁺를 생성합니다.","0","0"
"acid_base_ion_002","화학","산염기","초급","binary_choice","NaOH가 물에 녹았을 때 생성되는 음이온은?","","NaOH는 물에서 OH⁻를 생성합니다.","0","0"
"acid_base_neutral_001","화학","산염기","중급","multiple_choice","HCl과 NaOH가 완전히 반응할 때 생성되는 물질의 조합은?","","HCl + NaOH → NaCl + H₂O입니다.","0","0"
"acid_base_neutral_002","화학","산염기","중급","multiple_choice","HNO₃와 KOH가 완전히 반응할 때 생성되는 물질의 조합은?","","HNO₃ + KOH → KNO₃ + H₂O입니다.","0","0"
"acid_base_amount_001","화학","산염기","중급","numeric","HCl 1 mol과 완전히 반응하는 NaOH의 몰수는?","","HCl과 NaOH는 1:1로 반응하므로 1 mol입니다.","0","0"
"acid_base_amount_002","화학","산염기","고급","numeric","H₂SO₄ 1 mol과 완전히 반응하는 NaOH의 몰수는?","","H₂SO₄ + 2NaOH → Na₂SO₄ + 2H₂O이므로 2 mol입니다.","0","0"
"acid_base_amount_003","화학","산염기","고급","numeric","Ca(OH)₂ 0.5 mol과 완전히 반응하는 HCl의 몰수는?","","Ca(OH)₂ + 2HCl → CaCl₂ + 2H₂O이므로 1 mol입니다.","0","0"
"acid_base_property_001","화학","산염기","중급","binary_choice","H⁺ 농도가 OH⁻ 농도보다 큰 수용액의 성질은?","","H⁺ 농도가 더 크면 산성입니다.","0","0"
"acid_base_property_002","화학","산염기","중급","binary_choice","OH⁻ 농도가 H⁺ 농도보다 큰 수용액의 성질은?","","OH⁻ 농도가 더 크면 염기성입니다.","0","0"
"acid_base_property_003","화학","산염기","중급","multiple_choice","H⁺ 농도와 OH⁻ 농도가 같은 수용액의 성질은?","","두 농도가 같으면 중성입니다.","0","0"
"acid_base_salt_001","화학","산염기","중급","multiple_choice","다음 중 중성 염 수용액으로 다루는 것은?","","NaCl은 강산과 강염기의 중화로 생성되는 염입니다.","0","0"
"acid_base_salt_002","화학","산염기","중급","multiple_choice","다음 중 염기는?","","KOH 수용액은 염기입니다.","0","0"
"ph_001","화학","산염기","초급","short_answer","25 ℃에서 [H⁺]=1×10⁻³ M인 강산 용액의 pH는?","","pH=-log[H⁺]=3이다.","0","0"
"ph_002","화학","산염기","초급","short_answer","25 ℃에서 pH 5인 용액의 pOH는?","","pH+pOH=14이다.","0","0"
"ph_003","화학","산염기","중급","short_answer","25 ℃에서 [OH⁻]=1×10⁻⁴ M인 강염기 용액의 pH는?","","pOH=4, pH=10이다.","0","0"
"ph_004","화학","산염기","고급","short_answer","25 ℃에서 0.01 M HCl의 pH는? (완전 해리)","","[H⁺]=10⁻² M이다.","0","0"
"reaction_energy_001","화학","화학 반응","초급","multiple_choice","주변으로 열을 방출하는 반응은?","","열을 방출하면 발열 반응이다.","0","0"
"reaction_energy_002","화학","화학 반응","초급","multiple_choice","흡열 반응에서 생성물의 에너지는 반응물보다?","","외부 에너지를 흡수하여 생성물 에너지가 높다.","0","0"
"reaction_energy_003","화학","화학 반응","중급","multiple_choice","ΔH<0인 반응은?","","엔탈피 변화가 음수이면 발열이다.","0","0"
"reaction_energy_004","화학","화학 반응","고급","multiple_choice","결합을 끊는 과정은 일반적으로 에너지를?","","결합을 끊으려면 에너지가 필요하다.","0","0"
"equilibrium_001","화학","화학 반응","초급","multiple_choice","동적 평형에서 정반응과 역반응의 속도는?","","두 반응 속도가 같다.","0","0"
"equilibrium_002","화학","화학 반응","초급","multiple_choice","평형 상태에서 반응이 완전히 멈추는가?","","미시적으로 두 반응이 계속된다.","0","0"
"equilibrium_003","화학","화학 반응","중급","multiple_choice","N₂+3H₂⇌2NH₃ 평형에서 N₂를 추가하면 평형은?","","첨가된 N₂를 소비하는 방향으로 이동한다.","0","0"
"equilibrium_004","화학","화학 반응","고급","multiple_choice","발열 정반응의 평형에서 온도를 높이면 평형은?","","열을 흡수하는 역반응 방향으로 이동한다.","0","0"
"biology-variation-common-feature","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","(가)~(다)의 공통적인 특징으로 가장 적절한 것은?","assets/이미지/생명과학/진화/변이-관찰.png","사람, 사랑앵무, 무당벌레 각각에서 같은 종의 개체 사이에 색이나 무늬 차이가 나타납니다.","0","0"
"biology-variation-term","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","자료처럼 같은 종의 개체 사이에서 형질이 서로 다르게 나타나는 현상은?","assets/이미지/생명과학/진화/변이-관찰.png","같은 종에 속한 개체 사이에 나타나는 형질의 차이를 변이라고 합니다.","0","0"
"biology-variation-mutation","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","새로운 유전자가 만들어지는 원인 (가)는?","assets/이미지/생명과학/진화/변이-원인.png","돌연변이는 유전 물질의 변화로 새로운 유전자가 생기게 할 수 있습니다.","0","0"
"biology-variation-sexual-reproduction","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","생식세포의 다양한 조합으로 부모와 다른 형질의 자손이 나타나는 원인 (나)는?","assets/이미지/생명과학/진화/변이-원인.png","유성생식에서는 서로 다른 생식세포가 조합되어 자손의 유전자 조합이 다양해집니다.","0","0"
"biology-peacock-mutation","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","푸른색 깃털 공작 무리에서 흰색 깃털 공작이 우연히 태어난 주된 원인은?","assets/이미지/생명과학/진화/돌연변이와-번식.png","기존 무리에 없던 흰색 깃털 형질이 우연히 나타난 사례는 돌연변이로 설명할 수 있습니다.","0","0"
"biology-pigeon-reproduction","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","밝은색과 어두운색 깃털 비둘기 사이에서 다양한 얼굴색의 자손이 나타난 까닭은?","assets/이미지/생명과학/진화/돌연변이와-번식.png","유성생식 과정에서 부모의 유전자가 다양하게 조합되어 서로 다른 형질의 자손이 나타납니다.","0","0"
"biology-natural-selection-statements","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","자연선택에 관한 설명으로 옳은 것을 모두 고른 것은?","assets/이미지/생명과학/진화/자연선택-문장.png","자연선택은 변이가 있는 집단에서 일어나며, 생존에 유리한 형질을 가진 개체가 더 많은 자손을 남겨 집단이 환경에 적응하게 됩니다.","0","0"
"biology-natural-selection-offspring","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","자연선택 과정에서 다음 세대로 더 많이 전달되는 형질은?","assets/이미지/생명과학/진화/자연선택-문장.png","환경에 유리한 형질을 가진 개체가 더 많은 자손을 남기므로 그 형질의 유전자가 다음 세대에 더 많이 전달됩니다.","0","0"
"biology-evolution-order","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","자료에서 나타난 진화 과정의 순서로 옳은 것은?","assets/이미지/생명과학/진화/진화-순서.png","개체 사이의 유전적 변이가 먼저 존재하고, 유리한 유전자가 더 많이 전달되면서 집단의 유전적 특성이 달라집니다.","0","0"
"biology-evolution-selection-step","생명과학","통합과학2 - 변이와 자연선택에 의한 생물의 진화","초급","multiple_choice","(나)에서 설명하는 핵심 과정은?","assets/이미지/생명과학/진화/진화-순서.png","환경 적응에 유리한 형질의 유전자가 자손에게 더 많이 전달되는 과정이 자연선택입니다.","0","0"
"fossil-type-coral","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/산호-화석.png","산호는 따뜻하고 얕은 바다 환경을 알려 주므로 시상 화석으로 활용합니다.","0","0"
"fossil-type-fern","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/고사리-화석.png","고사리는 따뜻하고 습한 육상 환경을 알려 주므로 시상 화석으로 활용합니다.","0","0"
"fossil-type-ammonite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/암모나이트-화석.png","암모나이트는 중생대의 대표적인 표준 화석입니다.","0","0"
"fossil-type-mammoth","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/매머드-화석.png","매머드는 신생대, 특히 제4기를 구분하는 데 활용되는 표준 화석입니다.","0","0"
"fossil-type-nummulite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/누물라이트-화석.png","화폐석은 신생대의 대표적인 표준 화석입니다.","0","0"
"fossil-type-dinosaur","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/공룡-화석.png","공룡은 중생대를 구분하는 데 활용되는 대표적인 표준 화석입니다.","0","0"
"fossil-type-trilobite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/삼엽충-화석.png","삼엽충은 고생대의 대표적인 표준 화석입니다.","0","0"
"fossil-type-ediacaran","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 화석을 시상 화석과 표준 화석 중에서 구분하세요.","assets/이미지/지구과학/화석/에디아카라-동물군-화석.png","에디아카라 동물군은 선캄브리아 시대 말기를 구분하는 데 활용되는 표준 화석입니다.","0","0"
"fossil-era-ammonite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/암모나이트-화석.png","암모나이트는 중생대의 대표적인 표준 화석입니다.","0","0"
"fossil-era-mammoth","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/매머드-화석.png","매머드는 신생대, 특히 제4기를 구분하는 데 활용되는 표준 화석입니다.","0","0"
"fossil-era-nummulite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/누물라이트-화석.png","화폐석은 신생대의 대표적인 표준 화석입니다.","0","0"
"fossil-era-dinosaur","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/공룡-화석.png","공룡은 중생대를 구분하는 데 활용되는 대표적인 표준 화석입니다.","0","0"
"fossil-era-trilobite","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/삼엽충-화석.png","삼엽충은 고생대의 대표적인 표준 화석입니다.","0","0"
"fossil-era-ediacaran","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","multiple_choice","이 표준 화석이 대표하는 지질 시대를 고르세요.","assets/이미지/지구과학/화석/에디아카라-동물군-화석.png","에디아카라 동물군은 선캄브리아 시대 말기를 구분하는 데 활용되는 표준 화석입니다.","0","0"
"geologic-era-keywords-p05-q001-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대는 지구시스템에 생물권이 형성된 이후부터 현재까지의 기간이다.","","","0","1"
"geologic-era-keywords-p05-q001-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대를 구분하는 주요 기준은 화석의 변화이다.","","","0","1"
"geologic-era-keywords-p05-q001-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대의 상대적 길이는 고생대가 신생대보다 길다.","","","0","1"
"geologic-era-keywords-p05-q001-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에 퇴적된 지층에는 당시 환경에 대한 정보가 풍부하게 발견된다.","","","0","1"
"geologic-era-keywords-p05-q001-05","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고생대의 대표적인 표준 화석에는 삼엽충과 방추충이 있다.","","","0","1"
"geologic-era-keywords-p05-q001-06","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대 중 가장 온난했던 시대는 중생대이다.","","","0","1"
"geologic-era-keywords-p05-q001-07","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","판게아가 형성된 시기는 중생대 말기이다.","","","0","1"
"geologic-era-keywords-p05-q001-08","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","신생대 말기에는 빙하기와 간빙기가 반복되어 나타났다.","","","0","1"
"geologic-era-keywords-p06-q002-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화석은 지질 시대에 살았던 생물의 유해만 지층에 남아 있는 것을 말한다.","","","0","1"
"geologic-era-keywords-p06-q002-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","발자국 등의 생물의 흔적도 화석에 해당한다.","","","0","1"
"geologic-era-keywords-p06-q002-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","생물의 사체가 땅에 빨리 매몰된 후 화석화 작용을 받으면 화석으로 보존되기 쉽다.","","","0","1"
"geologic-era-keywords-p06-q002-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화석이 형성된 후 지각 변동이 활발할수록 화석으로 보존되기 쉽다.","","","0","1"
"geologic-era-keywords-p06-q002-05","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화석은 지층이 퇴적될 당시의 환경이나 지층의 생성 시대를 알려준다.","","","0","1"
"geologic-era-keywords-p06-q002-06","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","표준 화석에는 삼엽충과 암모나이트 등이 있다.","","","0","1"
"geologic-era-keywords-p06-q002-07","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","시상 화석을 주요 기준으로 지질 시대를 구분한다.","","","0","1"
"geologic-era-keywords-p06-q002-08","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화석은 유용한 지하자원을 탐사하는 데 이용되기도 한다.","","","0","1"
"geologic-era-keywords-p06-q003-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대를 구분하는 표준 화석은 생존 기간이 짧고 지리적으로 넓게 분포한 생물의 화석일수록 유용하다.","","","0","1"
"geologic-era-keywords-p06-q003-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","생존 기간이 길고 특정한 환경에만 분포한 생물의 화석은 표준 화석으로 특히 유용하다.","","","0","1"
"geologic-era-keywords-p06-q003-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","시상 화석은 생존 기간이 길고 특정한 환경에 분포한 생물의 화석일수록 유용하다.","","","0","1"
"geologic-era-keywords-p06-q004-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","산호 화석이 발견되는 지층은 육지 환경에서 퇴적되었다고 판단할 수 있다.","","","0","1"
"geologic-era-keywords-p06-q004-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고사리 화석이 생성될 당시에는 따뜻하고 습한 육지 환경이었을 것으로 추정할 수 있다.","","","0","1"
"geologic-era-keywords-p06-q004-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","산호와 고사리 화석은 모두 지층이 생성될 당시의 환경을 추정하는 데 이용할 수 있다.","","","0","1"
"geologic-era-keywords-p06-q005-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","암모나이트 화석이 발견된 지층은 중생대에 생성된 지층으로 판단할 수 있다.","","","0","1"
"geologic-era-keywords-p06-q005-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","산호 화석이 발견되는 석회암층은 따뜻하고 수심이 얕은 바다에서 형성되었을 수 있다.","","","0","1"
"geologic-era-keywords-p06-q006-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대를 구분하는 기준으로 가장 적절한 것은 생물계의 급격한 변화이다.","","","0","1"
"geologic-era-keywords-p07-q007-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화석의 종류가 급격히 바뀌는 지층 경계는 지질 시대의 경계를 정하는 데 이용할 수 있다.","","","0","1"
"geologic-era-keywords-p07-q007-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지층에서 같은 화석이 계속 산출되는 구간의 한가운데를 반드시 지질 시대의 경계로 정한다.","","","0","1"
"geologic-era-keywords-p07-q008-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대를 구분하는 주요 기준은 화석의 변화이다.","","","0","1"
"geologic-era-keywords-p07-q008-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대는 최초의 생명체가 탄생한 이후부터 현재까지의 기간이다.","","","0","1"
"geologic-era-keywords-p07-q008-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","전체 지질 시대 중 가장 짧은 기간을 차지하는 것은 선캄브리아시대이다.","","","0","1"
"geologic-era-keywords-p07-q009-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대는 지질 시대 구분 기준이 되는 화석과 지층에 대한 정보가 불확실하거나 부족하여 지질 시대의 대부분을 차지한다.","","","0","1"
"geologic-era-keywords-p07-q010-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대는 고생대보다 먼저이다.","","","0","1"
"geologic-era-keywords-p07-q010-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고생대에는 양서류와 양치식물이 번성하였다.","","","0","1"
"geologic-era-keywords-p07-q010-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","최초의 육상 생물은 고생대에 출현하였다.","","","0","1"
"geologic-era-keywords-p07-q010-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","최초의 생명체가 탄생한 시대는 신생대이다.","","","0","1"
"geologic-era-keywords-p07-q010-05","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대 중 가장 온난했던 시대는 신생대이다.","","","0","1"
"geologic-era-keywords-p07-q011-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","에디아카라 동물군은 선캄브리아시대 말기에 출현하였다.","","","0","1"
"geologic-era-keywords-p07-q011-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","삼엽충은 고생대의 대표적인 표준 화석이다.","","","0","1"
"geologic-era-keywords-p07-q011-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","암모나이트는 중생대의 대표적인 표준 화석이다.","","","0","1"
"geologic-era-keywords-p07-q011-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","공룡은 중생대에 번성하였다.","","","0","1"
"geologic-era-keywords-p07-q011-05","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","매머드는 신생대에 번성하였다.","","","0","1"
"geologic-era-keywords-p07-q011-06","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화폐석은 신생대의 대표적인 표준 화석이다.","","","0","1"
"geologic-era-keywords-p07-q012-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대 동안 번성한 육상 식물은 양치식물 → 겉씨식물 → 속씨식물 순으로 변화하였다.","","","0","1"
"geologic-era-keywords-p07-q012-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","겉씨식물은 양치식물보다 먼저 번성하였다.","","","0","1"
"geologic-era-keywords-p07-q012-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","속씨식물은 겉씨식물보다 나중에 번성하였다.","","","0","1"
"geologic-era-keywords-p08-q013-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대 → 고생대 → 중생대 → 신생대 순으로 지질 시대가 이어진다.","","","0","1"
"geologic-era-keywords-p08-q013-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","공룡이 번성한 중생대는 삼엽충이 번성한 고생대보다 뒤의 시대이다.","","","0","1"
"geologic-era-keywords-p08-q013-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","매머드가 번성한 신생대는 공룡이 번성한 중생대보다 앞의 시대이다.","","","0","1"
"geologic-era-keywords-p08-q014-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에는 최초의 다세포생물이 출현하였다.","","","0","1"
"geologic-era-keywords-p08-q014-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에는 남세균이 출현하여 대기 중 산소 농도가 증가하였다.","","","0","1"
"geologic-era-keywords-p08-q014-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에는 다양한 종류의 양치식물이 번성하였다.","","","0","1"
"geologic-era-keywords-p08-q014-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에는 매우 한랭한 기후가 처음부터 끝까지 지속되었을 것으로 추정된다.","","","0","1"
"geologic-era-keywords-p08-q015-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","신생대에는 참나무와 단풍나무 같은 속씨식물이 번성하여 숲과 넓은 초원을 형성하였다.","","","0","1"
"geologic-era-keywords-p08-q015-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","중생대에는 대서양과 인도양이 형성되었고 파충류가 번성하였다.","","","0","1"
"geologic-era-keywords-p08-q015-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고생대에는 다양한 해양 생물의 종과 수가 급격히 증가하기 시작했고 육상으로 생물권 영역이 확장되었다.","","","0","1"
"geologic-era-keywords-p08-q016-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대 동안 지구 환경은 큰 변화가 없었다.","","","0","1"
"geologic-era-keywords-p08-q016-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","선캄브리아시대에는 생물이 주로 바다에서 생활하였다.","","","0","1"
"geologic-era-keywords-p08-q016-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","오존층이 형성된 시대는 중생대이다.","","","0","1"
"geologic-era-keywords-p08-q016-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","판게아가 형성되면서 생물종의 수가 크게 증가하였다.","","","0","1"
"geologic-era-keywords-p08-q016-05","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대 동안 생물다양성은 거의 일정하게 유지되었다.","","","0","1"
"geologic-era-keywords-p08-q017-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","최초의 광합성 생물은 육상에서 출현하였다.","","","0","1"
"geologic-era-keywords-p08-q017-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","빙하기와 간빙기가 반복된 신생대 말기에 인류가 출현하였다.","","","0","1"
"geologic-era-keywords-p08-q017-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","판게아가 분리된 중생대에는 생물 서식지의 다양성이 급격히 축소되었다.","","","0","1"
"geologic-era-keywords-p08-q018-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","최초의 육상 생물은 고생대에 출현하였다.","","","0","1"
"geologic-era-keywords-p08-q018-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고생대와 중생대의 경계에는 가장 큰 규모의 대멸종이 있었다.","","","0","1"
"geologic-era-keywords-p08-q018-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","화폐석이 번성한 지질 시대는 신생대이다.","","","0","1"
"geologic-era-keywords-p09-q019-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","약 5.39억 년 전부터 약 2.52억 년 전까지는 고생대이다.","","","0","1"
"geologic-era-keywords-p09-q019-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","중생대에는 암모나이트가 번성하였다.","","","0","1"
"geologic-era-keywords-p09-q019-03","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","신생대에는 생물다양성이 대체로 증가하였다.","","","0","1"
"geologic-era-keywords-p09-q019-04","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","고생대, 중생대, 신생대의 말기에는 모두 빙하기가 나타났다.","","","0","1"
"geologic-era-keywords-p09-q020-01","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","지질 시대의 순서는 선캄브리아시대 → 고생대 → 중생대 → 신생대이다.","","","0","1"
"geologic-era-keywords-p09-q020-02","지구과학","통합과학2 - 지질 시대의 환경과 생물","초급","binary_choice","조류가 처음 출현한 지질 시대는 중생대이다.","","","0","1"
